symbol,description,path,trade_mode,digits,spread,trade_contract_size,trade_currency,quote_currency,margin_currency,is_visible
DOGUSD,Dogecoin USD,Crypto\DOGUSD,4,5,0,100.0,USD,USD,USD,False
UNIUSD,Uniswap (USD),Crypto\UNIUSD,4,4,0,1.0,USD,USD,USD,False
BNBUSD,Binance Coin (USD),Crypto\BNBUSD,4,3,0,1.0,USD,USD,USD,False
DOTUSD,DOT vs US Dollar,Crypto\DOTUSD,4,3,0,1.0,USD,USD,USD,False
LNKUSD,LNK vs US Dollar,Crypto\LNKUSD,4,3,0,1.0,USD,USD,USD,False
SOLUSD,Solana vs US Dollar,Crypto\SOLUSD,4,4,0,1.0,USD,USD,USD,False
AVXUSD,Avalanche vs US Dollar,Crypto\AVXUSD,4,4,0,1.0,USD,USD,USD,False
KSMUSD,Kusama vs US Dollar,Crypto\KSMUSD,4,3,0,1.0,USD,USD,USD,False
GLMUSD,Moonbeam vs US Dollar,Crypto\GLMUSD,3,5,0,10.0,USD,USD,USD,False
POLUSD,Polygon Matic vs US Dollar,Crypto\POLUSD,3,5,0,100.0,USD,USD,USD,False
EURBBL_Z5,Euro Bobl -December 25 CFD,Bonds CFDs\EURBBL_Z5,4,2,0,100.0,USD,EUR,EUR,False
EURSCA_Z5,Euro Schatz -December 25 CFD,Bonds CFDs\EURSCA_Z5,4,2,0,100.0,USD,EUR,EUR,False
UST10Y_Z5,US T-Note 10 YR-December 25 CFD,Bonds CFDs\UST10Y_Z5,4,3,0,200.0,USD,USD,USD,False
UKGB_Z5,UK Long Gilt -December 25 CFD,Bonds CFDs\UKGB_Z5,4,2,0,100.0,USD,GBP,GBP,False
ITB10Y_Z5,Euro BTP Italian 10 YR -December 25 CFD,Bonds CFDs\ITB10Y_Z5,4,2,0,100.0,USD,EUR,EUR,False
UST30Y_Z5,US T-Bond 30 YR-December 25 CFD,Bonds CFDs\UST30Y_Z5,4,2,0,100.0,USD,USD,USD,False
UST05Y_Z5,US T-Note 5 YR-December 25 CFD,Bonds CFDs\UST05Y_Z5,4,3,0,200.0,USD,USD,USD,False
EURBND_Z5,Euro Bund -December 25 CFD,Bonds CFDs\EURBND_Z5,4,2,0,100.0,USD,EUR,EUR,False
UST10Y_H6,US T-Note 10 YR-March 26 CFD,Bonds CFDs\UST10Y_H6,0,3,0,200.0,USD,USD,USD,False
UST30Y_H6,US T-Bond 30 YR-March 26 CFD,Bonds CFDs\UST30Y_H6,0,2,0,100.0,USD,USD,USD,False
UST05Y_H6,US T-Note 5 YR-March 26 CFD,Bonds CFDs\UST05Y_H6,0,3,0,200.0,USD,USD,USD,False
ABBV.NYSE,AbbVie Inc CFD,Stock CFD's\NYSE\ABBV.NYSE,3,3,0,1.0,USD,USD,USD,False
ABT.NYSE,Abbott Labs CFD,Stock CFD's\NYSE\ABT.NYSE,4,3,0,1.0,USD,USD,USD,False
ACB.NYSE,Aurora Cannabis Inc. CFD,Stock CFD's\NYSE\ACB.NYSE,4,2,0,1.0,USD,USD,USD,False
AXP.NYSE,American Express CFD,Stock CFD's\NYSE\AXP.NYSE,4,4,0,1.0,USD,USD,USD,False
BA.NYSE,Boeing Co CFD,Stock CFD's\NYSE\BA.NYSE,4,3,0,1.0,USD,USD,USD,False
BAC.NYSE,Bank Of America CFD,Stock CFD's\NYSE\BAC.NYSE,4,3,0,1.0,USD,USD,USD,False
BLK.NYSE,Blackrock Inc CFD,Stock CFD's\NYSE\BLK.NYSE,4,3,0,1.0,USD,USD,USD,False
BMY.NYSE,Bristol Myers Sq CFD,Stock CFD's\NYSE\BMY.NYSE,4,3,0,1.0,USD,USD,USD,False
C.NYSE,Citigroup CFD,Stock CFD's\NYSE\C.NYSE,4,3,0,1.0,USD,USD,USD,False
CGC.NYSE,Canopy Growth Corp. CFD,Stock CFD's\NYSE\CGC.NYSE,3,2,0,1.0,USD,USD,USD,False
CVS.NYSE,CVS Health Corp CFD,Stock CFD's\NYSE\CVS.NYSE,4,2,0,1.0,USD,USD,USD,False
CVX.NYSE,Chevron Corp CFD,Stock CFD's\NYSE\CVX.NYSE,3,2,0,1.0,USD,USD,USD,False
DD.NYSE,DuPont de Nemours Inc CFD,Stock CFD's\NYSE\DD.NYSE,4,2,0,1.0,USD,USD,USD,False
DIS.NYSE,Walt Disney Co CFD,Stock CFD's\NYSE\DIS.NYSE,4,2,0,1.0,USD,USD,USD,False
DWDP.NYSE,DowDuPont Inc CFD,Stock CFD's\NYSE\DWDP.NYSE,4,2,0,1.0,USD,USD,USD,False
DOW.NYSE,Dow Inc.,Stock CFD's\NYSE\DOW.NYSE,4,3,0,1.0,USD,USD,USD,False
GE.NYSE,General Elec Co CFD,Stock CFD's\NYSE\GE.NYSE,4,4,0,1.0,USD,USD,USD,False
GS.NYSE,Goldman Sachs CFD,Stock CFD's\NYSE\GS.NYSE,4,2,0,1.0,USD,USD,USD,False
HD.NYSE,Home Depot CFD,Stock CFD's\NYSE\HD.NYSE,4,2,0,1.0,USD,USD,USD,False
HON.NYSE,Honeywell International Inc CFD,Stock CFD's\NYSE\HON.NYSE,3,2,0,1.0,USD,USD,USD,False
IBM.NYSE,IBM CFD,Stock CFD's\NYSE\IBM.NYSE,4,2,0,1.0,USD,USD,USD,False
JNJ.NYSE,Johnson and Johnson CFD,Stock CFD's\NYSE\JNJ.NYSE,4,2,0,1.0,USD,USD,USD,False
JPM.NYSE,J.P. Morgan Chase CFD,Stock CFD's\NYSE\JPM.NYSE,4,2,0,1.0,USD,USD,USD,False
KO.NYSE,Coca Cola Co CFD,Stock CFD's\NYSE\KO.NYSE,4,4,0,1.0,USD,USD,USD,False
LLY.NYSE,Eli Lilly CFD,Stock CFD's\NYSE\LLY.NYSE,4,2,0,1.0,USD,USD,USD,False
LMT.NYSE,Lockheed Martin CFD,Stock CFD's\NYSE\LMT.NYSE,4,2,0,1.0,USD,USD,USD,False
MA.NYSE,Mastercard CFD,Stock CFD's\NYSE\MA.NYSE,4,2,0,1.0,USD,USD,USD,False
MCD.NYSE,McDonald's Corp CFD,Stock CFD's\NYSE\MCD.NYSE,4,2,0,1.0,USD,USD,USD,False
MMM.NYSE,3M Company CFD,Stock CFD's\NYSE\MMM.NYSE,4,2,0,1.0,USD,USD,USD,False
MO.NYSE,Altria Group Inc CFD,Stock CFD's\NYSE\MO.NYSE,4,2,0,1.0,USD,USD,USD,False
MRK.NYSE,Merck and Co CFD,Stock CFD's\NYSE\MRK.NYSE,4,4,0,1.0,USD,USD,USD,False
MS.NYSE,Morgan Stanley CFD,Stock CFD's\NYSE\MS.NYSE,4,2,0,1.0,USD,USD,USD,False
NKE.NYSE,Nike CL B CFD,Stock CFD's\NYSE\NKE.NYSE,4,2,0,1.0,USD,USD,USD,False
ORCL.NYSE,Oracle CFD,Stock CFD's\NYSE\ORCL.NYSE,4,2,0,1.0,USD,USD,USD,False
PFE.NYSE,Pfizer CFD,Stock CFD's\NYSE\PFE.NYSE,4,2,0,1.0,USD,USD,USD,False
PG.NYSE,Procter and Gamble CFD,Stock CFD's\NYSE\PG.NYSE,4,2,0,1.0,USD,USD,USD,False
PM.NYSE,Philip Morris CFD,Stock CFD's\NYSE\PM.NYSE,4,2,0,1.0,USD,USD,USD,False
SLB.NYSE,Schlumberger CFD,Stock CFD's\NYSE\SLB.NYSE,4,2,0,1.0,USD,USD,USD,False
SPOT.NYSE,Spotify Technology SA CFD,Stock CFD's\NYSE\SPOT.NYSE,4,2,0,1.0,USD,USD,USD,False
T.NYSE,AT and T CFD,Stock CFD's\NYSE\T.NYSE,4,2,0,1.0,USD,USD,USD,False
TWX.NYSE,Time Warner CFD,Stock CFD's\NYSE\TWX.NYSE,4,2,0,1.0,USD,USD,USD,False
UNH.NYSE,UnitedHealth Group CFD,Stock CFD's\NYSE\UNH.NYSE,4,2,0,1.0,USD,USD,USD,False
UNP.NYSE,Union Pacific Cp CFD,Stock CFD's\NYSE\UNP.NYSE,4,2,0,1.0,USD,USD,USD,False
UPS.NYSE,United Parcel Services CFD,Stock CFD's\NYSE\UPS.NYSE,4,2,0,1.0,USD,USD,USD,False
USB.NYSE,US Bancorp CFD,Stock CFD's\NYSE\USB.NYSE,4,2,0,1.0,USD,USD,USD,False
V.NYSE,Visa CFD,Stock CFD's\NYSE\V.NYSE,4,2,0,1.0,USD,USD,USD,False
VZ.NYSE,Verizon Communications Inc CFD,Stock CFD's\NYSE\VZ.NYSE,4,2,0,1.0,USD,USD,USD,False
WFC.NYSE,Wells Fargo and Co CFD,Stock CFD's\NYSE\WFC.NYSE,4,2,0,1.0,USD,USD,USD,False
WMT.NYSE,Wal-Mart Stores CFD,Stock CFD's\NYSE\WMT.NYSE,3,2,0,1.0,USD,USD,USD,False
XOM.NYSE,Exxon Mobil CFD,Stock CFD's\NYSE\XOM.NYSE,3,2,0,1.0,USD,USD,USD,False
DBA.NYSE,Invesco DB Agriculture ETF CFD,Stock CFD's\NYSE\ETF\DBA.NYSE,4,2,0,1.0,USD,USD,USD,False
EEM.NYSE,Shares MSCI Emerging Markets ETF CFD,Stock CFD's\NYSE\ETF\EEM.NYSE,4,2,0,1.0,USD,USD,USD,False
EWH.NYSE,iShares MSCI Hong Kong ETF CFD,Stock CFD's\NYSE\ETF\EWH.NYSE,4,2,0,1.0,USD,USD,USD,False
EWW.NYSE,iShares MSCI Mexico Capped ETF CFD,Stock CFD's\NYSE\ETF\EWW.NYSE,1,2,0,1.0,USD,USD,USD,False
EWZ.NYSE,iShares MSCI Brazil Capped ETF CFD,Stock CFD's\NYSE\ETF\EWZ.NYSE,4,2,0,1.0,USD,USD,USD,False
FXI.NYSE,iShares China Large-Cap ETF CFD,Stock CFD's\NYSE\ETF\FXI.NYSE,4,2,0,1.0,USD,USD,USD,False
GDX.NYSE,Vaneck Vectors Gold Miners ETF CFD,Stock CFD's\NYSE\ETF\GDX.NYSE,4,2,0,1.0,USD,USD,USD,False
GDXJ.NYSE,VanEck Vectors Junior Gold Miners ETF CFD,Stock CFD's\NYSE\ETF\GDXJ.NYSE,4,2,0,1.0,USD,USD,USD,False
IEMG.NYSE,iShares Core MSCI Emerging Markets ETF CFD,Stock CFD's\NYSE\ETF\IEMG.NYSE,4,2,0,1.0,USD,USD,USD,False
LQD.NYSE,iShares iBoxx $ Invmt Grade Corp Bd ETF CFD,Stock CFD's\NYSE\ETF\LQD.NYSE,4,2,0,1.0,USD,USD,USD,False
MOO.NYSE,VanEck Vectors Agribusiness ETF CFD,Stock CFD's\NYSE\ETF\MOO.NYSE,4,2,0,1.0,USD,USD,USD,False
MJ.NYSE,ETFMG Alternative Harvest ETF CFD,Stock CFD's\NYSE\ETF\MJ.NYSE,4,2,0,1.0,USD,USD,USD,False
RSX.NYSE,VanEck Vectors Russia ETF CFD,Stock CFD's\NYSE\ETF\RSX.NYSE,0,2,0,1.0,USD,USD,USD,False
SIL.NYSE,Global X Silver Miners ETF CFD,Stock CFD's\NYSE\ETF\SIL.NYSE,4,2,0,1.0,USD,USD,USD,False
UNG.NYSE,United States Natural Gas ETF CFD,Stock CFD's\NYSE\ETF\UNG.NYSE,4,2,0,1.0,USD,USD,USD,False
URA.NYSE,Global X Uranium ETF CFD,Stock CFD's\NYSE\ETF\URA.NYSE,4,2,0,1.0,USD,USD,USD,False
USO.NYSE,United States Oil ETF CFD,Stock CFD's\NYSE\ETF\USO.NYSE,1,2,0,1.0,USD,USD,USD,False
VXX.NYSE,iPath S&P 500 VIX ST Futures ETN CFD,Stock CFD's\NYSE\ETF\VXX.NYSE,0,2,0,1.0,USD,USD,USD,False
VXXB.NYSE,iPath B S&P 500 VIX S/T Futs ETN,Stock CFD's\NYSE\ETF\VXXB.NYSE,0,2,0,1.0,USD,USD,USD,False
VYM.NYSE,Vanguard High Dividend Yield ETF CFD,Stock CFD's\NYSE\ETF\VYM.NYSE,4,2,0,1.0,USD,USD,USD,False
XLE.NYSE,Energy Select Sector SPDR ETF CFD,Stock CFD's\NYSE\ETF\XLE.NYSE,4,2,0,1.0,USD,USD,USD,False
XLF.NYSE,Financial Select Sector SPDR ETF CFD,Stock CFD's\NYSE\ETF\XLF.NYSE,4,2,0,1.0,USD,USD,USD,False
XLI.NYSE,Industrial Select Sector SPDR ETF CFD,Stock CFD's\NYSE\ETF\XLI.NYSE,1,2,0,1.0,USD,USD,USD,False
XLP.NYSE,Consumer Staples Select Sector SPDR ETF CFD,Stock CFD's\NYSE\ETF\XLP.NYSE,4,2,0,1.0,USD,USD,USD,False
XLU.NYSE,Utilities Select Sector SPDR ETF CFD,Stock CFD's\NYSE\ETF\XLU.NYSE,4,2,0,1.0,USD,USD,USD,False
XOP.NYSE,SPDR S&P Oil & Gas Explor & Prodtn ETF CFD,Stock CFD's\NYSE\ETF\XOP.NYSE,1,2,0,1.0,USD,USD,USD,False
DEO.NYSE,Diageo plc CFD,Stock CFD's\NYSE\DEO.NYSE,4,2,0,1.0,USD,USD,USD,False
NEE.NYSE,"NextEra Energy, Inc. CFD",Stock CFD's\NYSE\NEE.NYSE,4,2,0,1.0,USD,USD,USD,False
AMT.NYSE,American Tower Corporation (REIT) CFD,Stock CFD's\NYSE\AMT.NYSE,4,2,0,1.0,USD,USD,USD,False
BABA.NYSE,Alibaba Group Holding Limited CFD,Stock CFD's\NYSE\BABA.NYSE,4,2,0,1.0,USD,USD,USD,False
BRK-B.NYSE,Berkshire Hathaway Inc - B Shares CFD,Stock CFD's\NYSE\BRK-B.NYSE,3,2,0,1.0,USD,USD,USD,False
TMO.NYSE,Thermo Fisher Scientific Inc. CFD,Stock CFD's\NYSE\TMO.NYSE,4,2,0,1.0,USD,USD,USD,False
TM.NYSE,Toyota Motor Corporation CFD,Stock CFD's\NYSE\TM.NYSE,3,2,0,1.0,USD,USD,USD,False
UBER.NYSE,Uber Technologies Inc CFD,Stock CFD's\NYSE\UBER.NYSE,4,2,0,1.0,USD,USD,USD,False
PINS.NYSE,Pinterest Inc CFD,Stock CFD's\NYSE\PINS.NYSE,4,2,0,1.0,USD,USD,USD,False
AAP.NYSE,Advance Auto Parts,Stock CFD's\NYSE\AAP.NYSE,4,3,0,1.0,USD,USD,USD,False
AES.NYSE,AES Corp CFD,Stock CFD's\NYSE\AES.NYSE,4,3,0,1.0,USD,USD,USD,False
AFL.NYSE,AFLAC Inc CFD,Stock CFD's\NYSE\AFL.NYSE,4,3,0,1.0,USD,USD,USD,False
A.NYSE,Agilent Technologies Inc CFD,Stock CFD's\NYSE\A.NYSE,4,3,0,1.0,USD,USD,USD,False
APD.NYSE,Air Products & Chemicals Inc CFD,Stock CFD's\NYSE\APD.NYSE,3,3,0,1.0,USD,USD,USD,False
ALK.NYSE,Alaska Air Group Inc CFD,Stock CFD's\NYSE\ALK.NYSE,4,3,0,1.0,USD,USD,USD,False
ALB.NYSE,Albemarle Corp,Stock CFD's\NYSE\ALB.NYSE,3,3,0,1.0,USD,USD,USD,False
ARE.NYSE,Alexandria Real Estate Equities CFD,Stock CFD's\NYSE\ARE.NYSE,4,3,0,1.0,USD,USD,USD,False
ALLE.NYSE,Allegion CFD,Stock CFD's\NYSE\ALLE.NYSE,4,3,0,1.0,USD,USD,USD,False
ALL.NYSE,Allstate Corp CFD,Stock CFD's\NYSE\ALL.NYSE,3,3,0,1.0,USD,USD,USD,False
AMCR.NYSE,Amcor plc CFD,Stock CFD's\NYSE\AMCR.NYSE,4,3,0,1.0,USD,USD,USD,False
AEE.NYSE,Ameren Corp CFD,Stock CFD's\NYSE\AEE.NYSE,3,3,0,1.0,USD,USD,USD,False
AIG.NYSE,American International Group CFD,Stock CFD's\NYSE\AIG.NYSE,4,3,0,1.0,USD,USD,USD,False
AWK.NYSE,American Water Works Company Inc,Stock CFD's\NYSE\AWK.NYSE,4,3,0,1.0,USD,USD,USD,False
AMP.NYSE,Ameriprise Financial CFD,Stock CFD's\NYSE\AMP.NYSE,4,3,0,1.0,USD,USD,USD,False
AME.NYSE,AMETEK Inc. CFD,Stock CFD's\NYSE\AME.NYSE,4,3,0,1.0,USD,USD,USD,False
APH.NYSE,Amphenol Corp CFD,Stock CFD's\NYSE\APH.NYSE,4,3,0,1.0,USD,USD,USD,False
AON.NYSE,Aon plc,Stock CFD's\NYSE\AON.NYSE,4,3,0,1.0,USD,USD,USD,False
AOS.NYSE,A.O. Smith Corp CFD,Stock CFD's\NYSE\AOS.NYSE,4,3,0,1.0,USD,USD,USD,False
APTV.NYSE,Aptiv PLC,Stock CFD's\NYSE\APTV.NYSE,4,3,0,1.0,USD,USD,USD,False
ADM.NYSE,Archer-Daniels-Midland Co CFD,Stock CFD's\NYSE\ADM.NYSE,4,3,0,1.0,USD,USD,USD,False
ANET.NYSE,Arista Networks,Stock CFD's\NYSE\ANET.NYSE,4,3,0,1.0,USD,USD,USD,False
AJG.NYSE,Arthur J. Gallagher & Co. CFD,Stock CFD's\NYSE\AJG.NYSE,4,3,0,1.0,USD,USD,USD,False
AIZ.NYSE,Assurant CFD,Stock CFD's\NYSE\AIZ.NYSE,4,3,0,1.0,USD,USD,USD,False
ATO.NYSE,Atmos Energy CFD,Stock CFD's\NYSE\ATO.NYSE,3,3,0,1.0,USD,USD,USD,False
AZO.NYSE,AutoZone Inc CFD,Stock CFD's\NYSE\AZO.NYSE,4,3,0,1.0,USD,USD,USD,False
AVB.NYSE,AvalonBay Communities CFD,Stock CFD's\NYSE\AVB.NYSE,4,3,0,1.0,USD,USD,USD,False
AVY.NYSE,Avery Dennison Corp CFD,Stock CFD's\NYSE\AVY.NYSE,4,3,0,1.0,USD,USD,USD,False
BKR.NYSE,Baker Hughes Co CFD,Stock CFD's\NYSE\BKR.NYSE,4,3,0,1.0,USD,USD,USD,False
BLL.NYSE,Ball Corp,Stock CFD's\NYSE\BLL.NYSE,0,3,0,1.0,USD,USD,USD,False
BK.NYSE,The Bank of New York Mellon CFD,Stock CFD's\NYSE\BK.NYSE,4,3,0,1.0,USD,USD,USD,False
BAX.NYSE,Baxter International Inc. CFD,Stock CFD's\NYSE\BAX.NYSE,4,3,0,1.0,USD,USD,USD,False
BDX.NYSE,Becton Dickinson CFD,Stock CFD's\NYSE\BDX.NYSE,3,3,0,1.0,USD,USD,USD,False
BBY.NYSE,Best Buy Co. Inc. CFD,Stock CFD's\NYSE\BBY.NYSE,4,3,0,1.0,USD,USD,USD,False
BIO.NYSE,Bio-Rad Laboratories,Stock CFD's\NYSE\BIO.NYSE,4,3,0,1.0,USD,USD,USD,False
BWA.NYSE,BorgWarner CFD,Stock CFD's\NYSE\BWA.NYSE,4,3,0,1.0,USD,USD,USD,False
BXP.NYSE,Boston Properties CFD,Stock CFD's\NYSE\BXP.NYSE,4,3,0,1.0,USD,USD,USD,False
BSX.NYSE,Boston Scientific CFD,Stock CFD's\NYSE\BSX.NYSE,4,3,0,1.0,USD,USD,USD,False
BR.NYSE,Broadridge Financial Solutions CFD,Stock CFD's\NYSE\BR.NYSE,4,3,0,1.0,USD,USD,USD,False
COF.NYSE,Capital One Financial CFD,Stock CFD's\NYSE\COF.NYSE,4,3,0,1.0,USD,USD,USD,False
CAH.NYSE,Cardinal Health Inc. CFD,Stock CFD's\NYSE\CAH.NYSE,4,3,0,1.0,USD,USD,USD,False
KMX.NYSE,Carmax Inc CFD,Stock CFD's\NYSE\KMX.NYSE,4,3,0,1.0,USD,USD,USD,False
CCL.NYSE,Carnival Corp. CFD,Stock CFD's\NYSE\CCL.NYSE,4,3,0,1.0,USD,USD,USD,False
CARR.NYSE,Carrier Global,Stock CFD's\NYSE\CARR.NYSE,4,3,0,1.0,USD,USD,USD,False
CAT.NYSE,Caterpillar Inc. CFD,Stock CFD's\NYSE\CAT.NYSE,4,3,0,1.0,USD,USD,USD,False
CBRE.NYSE,CBRE Group,Stock CFD's\NYSE\CBRE.NYSE,4,3,0,1.0,USD,USD,USD,False
CE.NYSE,Celanese CFD,Stock CFD's\NYSE\CE.NYSE,3,3,0,1.0,USD,USD,USD,False
CNC.NYSE,Centene Corporation,Stock CFD's\NYSE\CNC.NYSE,4,3,0,1.0,USD,USD,USD,False
CNP.NYSE,CenterPoint Energy CFD,Stock CFD's\NYSE\CNP.NYSE,4,3,0,1.0,USD,USD,USD,False
CF.NYSE,CF Industries Holdings Inc CFD,Stock CFD's\NYSE\CF.NYSE,3,3,0,1.0,USD,USD,USD,False
SCHW.NYSE,Charles Schwab Corporation CFD,Stock CFD's\NYSE\SCHW.NYSE,4,3,0,1.0,USD,USD,USD,False
CMG.NYSE,Chipotle Mexican Grill CFD,Stock CFD's\NYSE\CMG.NYSE,4,3,0,1.0,USD,USD,USD,False
CB.NYSE,Chubb Ltd CFD,Stock CFD's\NYSE\CB.NYSE,4,3,0,1.0,USD,USD,USD,False
CHD.NYSE,Church & Dwight,Stock CFD's\NYSE\CHD.NYSE,3,3,0,1.0,USD,USD,USD,False
CI.NYSE,CIGNA Corp. CFD,Stock CFD's\NYSE\CI.NYSE,4,3,0,1.0,USD,USD,USD,False
CFG.NYSE,Citizens Financial Group CFD,Stock CFD's\NYSE\CFG.NYSE,4,3,0,1.0,USD,USD,USD,False
CLX.NYSE,The Clorox Company CFD,Stock CFD's\NYSE\CLX.NYSE,4,3,0,1.0,USD,USD,USD,False
CMS.NYSE,CMS Energy CFD,Stock CFD's\NYSE\CMS.NYSE,4,3,0,1.0,USD,USD,USD,False
CL.NYSE,Colgate-Palmolive CFD,Stock CFD's\NYSE\CL.NYSE,3,3,0,1.0,USD,USD,USD,False
CMA.NYSE,Comerica Inc. CFD,Stock CFD's\NYSE\CMA.NYSE,4,3,0,1.0,USD,USD,USD,False
CAG.NYSE,Conagra Brands CFD,Stock CFD's\NYSE\CAG.NYSE,3,3,0,1.0,USD,USD,USD,False
COP.NYSE,ConocoPhillips CFD,Stock CFD's\NYSE\COP.NYSE,3,3,0,1.0,USD,USD,USD,False
ED.NYSE,Consolidated Edison CFD,Stock CFD's\NYSE\ED.NYSE,3,3,0,1.0,USD,USD,USD,False
STZ.NYSE,Constellation Brands CFD,Stock CFD's\NYSE\STZ.NYSE,4,3,0,1.0,USD,USD,USD,False
GLW.NYSE,Corning Inc. CFD,Stock CFD's\NYSE\GLW.NYSE,4,3,0,1.0,USD,USD,USD,False
CTVA.NYSE,Corteva CFD,Stock CFD's\NYSE\CTVA.NYSE,4,3,0,1.0,USD,USD,USD,False
CCI.NYSE,Crown Castle International Corp. CFD,Stock CFD's\NYSE\CCI.NYSE,4,3,0,1.0,USD,USD,USD,False
CMI.NYSE,Cummins Inc. CFD,Stock CFD's\NYSE\CMI.NYSE,3,3,0,1.0,USD,USD,USD,False
DHI.NYSE,D. R. Horton CFD,Stock CFD's\NYSE\DHI.NYSE,4,3,0,1.0,USD,USD,USD,False
DHR.NYSE,Danaher Corp. CFD,Stock CFD's\NYSE\DHR.NYSE,4,3,0,1.0,USD,USD,USD,False
DRI.NYSE,Darden Restaurants CFD,Stock CFD's\NYSE\DRI.NYSE,4,3,0,1.0,USD,USD,USD,False
DVA.NYSE,DaVita Inc.,Stock CFD's\NYSE\DVA.NYSE,4,3,0,1.0,USD,USD,USD,False
DE.NYSE,Deere & Co. CFD,Stock CFD's\NYSE\DE.NYSE,4,3,0,1.0,USD,USD,USD,False
BFB.NYSE,Brown-Forman Corp.,Stock CFD's\NYSE\BFB.NYSE,4,3,0,1.0,USD,USD,USD,False
ACN.NYSE,Accenture plc CFD,Stock CFD's\NYSE\ACN.NYSE,4,3,0,1.0,USD,USD,USD,False
BF/B.NYSE,Brown-Forman Corp. CFD,Stock CFD's\NYSE\BF/B.NYSE,4,3,0,1.0,USD,USD,USD,False
DAL.NYSE,Delta Air Lines Inc.,Stock CFD's\NYSE\DAL.NYSE,4,3,0,1.0,USD,USD,USD,False
DVN.NYSE,Devon Energy,Stock CFD's\NYSE\DVN.NYSE,3,3,0,1.0,USD,USD,USD,False
DLR.NYSE,Digital Realty Trust Inc,Stock CFD's\NYSE\DLR.NYSE,4,3,0,1.0,USD,USD,USD,False
DG.NYSE,Dollar General,Stock CFD's\NYSE\DG.NYSE,4,3,0,1.0,USD,USD,USD,False
D.NYSE,Dominion Energy,Stock CFD's\NYSE\D.NYSE,3,3,0,1.0,USD,USD,USD,False
DPZ.NYSE,Domino's Pizza,Stock CFD's\NYSE\DPZ.NYSE,4,3,0,1.0,USD,USD,USD,False
DOV.NYSE,Dover Corporation,Stock CFD's\NYSE\DOV.NYSE,4,3,0,1.0,USD,USD,USD,False
DTE.NYSE,DTE Energy Co.,Stock CFD's\NYSE\DTE.NYSE,4,3,0,1.0,USD,USD,USD,False
DUK.NYSE,Duke Energy,Stock CFD's\NYSE\DUK.NYSE,3,3,0,1.0,USD,USD,USD,False
DXC.NYSE,DXC Technology,Stock CFD's\NYSE\DXC.NYSE,4,3,0,1.0,USD,USD,USD,False
EMN.NYSE,Eastman Chemical,Stock CFD's\NYSE\EMN.NYSE,4,3,0,1.0,USD,USD,USD,False
ETN.NYSE,Eaton Corporation,Stock CFD's\NYSE\ETN.NYSE,4,3,0,1.0,USD,USD,USD,False
ECL.NYSE,Ecolab Inc.,Stock CFD's\NYSE\ECL.NYSE,4,3,0,1.0,USD,USD,USD,False
EIX.NYSE,Edison Int'l,Stock CFD's\NYSE\EIX.NYSE,4,3,0,1.0,USD,USD,USD,False
EW.NYSE,Edwards Lifesciences,Stock CFD's\NYSE\EW.NYSE,4,3,0,1.0,USD,USD,USD,False
EMR.NYSE,Emerson Electric Company,Stock CFD's\NYSE\EMR.NYSE,4,3,0,1.0,USD,USD,USD,False
ETR.NYSE,Entergy Corp.,Stock CFD's\NYSE\ETR.NYSE,4,3,0,1.0,USD,USD,USD,False
EOG.NYSE,EOG Resources,Stock CFD's\NYSE\EOG.NYSE,3,3,0,1.0,USD,USD,USD,False
EFX.NYSE,Equifax Inc.,Stock CFD's\NYSE\EFX.NYSE,4,3,0,1.0,USD,USD,USD,False
EQR.NYSE,Equity Residential,Stock CFD's\NYSE\EQR.NYSE,4,3,0,1.0,USD,USD,USD,False
ESS.NYSE,"Essex Property Trust, Inc.",Stock CFD's\NYSE\ESS.NYSE,4,3,0,1.0,USD,USD,USD,False
EL.NYSE,Estée Lauder Companies,Stock CFD's\NYSE\EL.NYSE,4,3,0,1.0,USD,USD,USD,False
ES.NYSE,Eversource Energy,Stock CFD's\NYSE\ES.NYSE,4,3,0,1.0,USD,USD,USD,False
EXR.NYSE,Extra Space Storage,Stock CFD's\NYSE\EXR.NYSE,4,3,0,1.0,USD,USD,USD,False
FRT.NYSE,Federal Realty Investment Trust,Stock CFD's\NYSE\FRT.NYSE,4,3,0,1.0,USD,USD,USD,False
FDX.NYSE,FedEx Corporation,Stock CFD's\NYSE\FDX.NYSE,4,3,0,1.0,USD,USD,USD,False
FIS.NYSE,Fidelity National Information Services,Stock CFD's\NYSE\FIS.NYSE,3,3,0,1.0,USD,USD,USD,False
FE.NYSE,FirstEnergy Corp,Stock CFD's\NYSE\FE.NYSE,4,3,0,1.0,USD,USD,USD,False
FLS.NYSE,Flowserve Corporation,Stock CFD's\NYSE\FLS.NYSE,4,3,0,1.0,USD,USD,USD,False
FMC.NYSE,FMC Corporation,Stock CFD's\NYSE\FMC.NYSE,4,3,0,1.0,USD,USD,USD,False
F.NYSE,Ford Motor Company,Stock CFD's\NYSE\F.NYSE,4,3,0,1.0,USD,USD,USD,False
FTV.NYSE,Fortive Corp,Stock CFD's\NYSE\FTV.NYSE,4,3,0,1.0,USD,USD,USD,False
FBHS.NYSE,Fortune Brands Home & Security,Stock CFD's\NYSE\FBHS.NYSE,4,3,0,1.0,USD,USD,USD,False
FCX.NYSE,Freeport-McMoRan Inc.,Stock CFD's\NYSE\FCX.NYSE,4,3,0,1.0,USD,USD,USD,False
