ticket,order,symbol,type,volume,price,profit,swap,commission,time
1065870786,1304554822,GBPCAD,0,0.01,1.84256,0.0,0.0,0.0,2025-11-06 10:29:30
1065869795,1304553690,EURCAD,0,0.01,1.62322,0.0,0.0,0.0,2025-11-06 10:28:59
1065868961,1304552735,EURGBP,0,0.01,0.88101,0.0,0.0,0.0,2025-11-06 10:28:29
1065855525,1304536196,USDCAD,0,0.01,1.41062,0.0,0.0,0.0,2025-11-06 10:15:00
1065793221,1304464898,USDCAD,0,0.01,1.41067,1.4,-0.22,0.0,2025-11-06 09:14:41
1065228375,1303803375,AUDUSD,1,0.01,0.64895,-0.44,0.0,0.0,2025-11-06 00:14:31
1065228288,1303803255,EURGBP,0,0.01,0.88092,-0.2,0.0,0.0,2025-11-06 00:14:27
1065226802,1303801506,AUDUSD,0,0.01,0.64939,0.0,0.0,0.0,2025-11-06 00:13:45
1065226797,1303801501,EURGBP,1,0.01,0.88077,0.0,0.0,0.0,2025-11-06 00:13:44
1065178683,1303743610,EURCHF,1,0.01,0.93082,-0.26,0.0,0.0,2025-11-06 00:00:00
1065163241,1303725280,EURCHF,0,0.01,0.93103,0.0,0.0,0.0,2025-11-05 23:53:45
1065150173,1303710270,USDCAD,1,0.01,1.41228,-0.32,0.0,0.0,2025-11-05 23:49:33
1065149923,1303709981,EURUSD,0,0.01,1.1489,-0.42,0.0,0.0,2025-11-05 23:49:27
1065141899,1303700967,EURUSD,1,0.01,1.14848,0.0,0.0,0.0,2025-11-05 23:47:16
1065135512,1303693282,USDCAD,1,0.01,1.41264,0.0,0.0,0.0,2025-11-05 23:45:00
1065128921,1303685500,USDCAD,0,0.01,1.41273,0.0,0.0,0.0,2025-11-05 23:42:20
1065120378,1303675782,AUDUSD,1,0.01,0.64907,0.37,0.0,0.0,2025-11-05 23:39:57
1065120252,1303675625,AUDUSD,1,0.01,0.64906,0.3,0.0,0.0,2025-11-05 23:39:53
1065109734,1303663208,EURAUD,0,0.01,1.76991,0.36,0.0,0.0,2025-11-05 23:36:00
1065101407,1303653241,AUDUSD,0,0.01,0.64876,0.0,0.0,0.0,2025-11-05 23:32:51
1065100989,1303652744,AUDUSD,0,0.01,0.6487,0.0,0.0,0.0,2025-11-05 23:32:46
1065091394,1303640677,AUDCHF,1,0.01,0.52566,0.2,0.0,0.0,2025-11-05 23:29:19
1065087659,1303636308,EURGBP,0,0.01,0.88149,-0.16,0.0,0.0,2025-11-05 23:27:41
1065084622,1303632445,USDCHF,1,0.01,0.81019,-0.23,0.0,0.0,2025-11-05 23:25:21
1065084520,1303632348,USDCHF,1,0.01,0.81022,-0.21,0.0,0.0,2025-11-05 23:25:19
1065084107,1303631864,EURUSD,0,0.01,1.14828,-0.2,0.0,0.0,2025-11-05 23:25:11
1065083865,1303631627,EURUSD,0,0.01,1.14825,-0.22,0.0,0.0,2025-11-05 23:25:10
1065080850,1303627780,GBPUSD,0,0.01,1.30273,-0.23,0.0,0.0,2025-11-05 23:22:52
1065078693,1303625390,EURCAD,1,0.01,1.62303,0.07,0.0,0.0,2025-11-05 23:21:42
1065078668,1303625360,EURCAD,1,0.01,1.62303,0.88,0.0,0.0,2025-11-05 23:21:41
1065078584,1303625264,EURAUD,1,0.01,1.77046,0.0,0.0,0.0,2025-11-05 23:21:39
1065078454,1303625101,EURUSD,1,0.01,1.14808,0.0,0.0,0.0,2025-11-05 23:21:32
1065078446,1303625090,USDCHF,0,0.01,0.81038,0.0,0.0,0.0,2025-11-05 23:21:32
1065078359,1303624980,USDCHF,0,0.01,0.81039,0.0,0.0,0.0,2025-11-05 23:21:27
1065078341,1303624957,AUDCHF,0,0.01,0.5255,0.0,0.0,0.0,2025-11-05 23:21:27
1065078330,1303624940,GBPUSD,1,0.01,1.3025,0.0,0.0,0.0,2025-11-05 23:21:26
1065078315,1303624922,EURUSD,1,0.01,1.14803,0.0,0.0,0.0,2025-11-05 23:21:25
1065078291,1303624892,EURGBP,1,0.01,0.88137,0.0,0.0,0.0,2025-11-05 23:21:25
1065067532,1303611539,GBPAUD,0,0.01,2.00862,-0.42,0.0,0.0,2025-11-05 23:14:22
1065058789,1303601501,GBPAUD,1,0.01,2.00797,0.0,0.0,0.0,2025-11-05 23:09:39
1065054234,1303596283,EURGBP,0,0.01,0.88097,-0.22,0.0,0.0,2025-11-05 23:07:01
1065053781,1303595690,EURGBP,0,0.01,0.88093,-0.16,0.0,0.0,2025-11-05 23:06:39
1065053604,1303595471,EURGBP,1,0.01,0.88081,0.0,0.0,0.0,2025-11-05 23:06:31
1065053387,1303595222,EURGBP,1,0.01,0.8808,0.0,0.0,0.0,2025-11-05 23:06:22
1065042103,1303581827,EURCAD,0,0.01,1.62178,0.0,0.0,0.0,2025-11-05 23:00:47
1065013126,1303545434,EURCAD,0,0.01,1.62293,0.0,0.0,0.0,2025-11-05 22:43:51
1064900871,1303409908,USDCAD,1,0.01,1.41308,-0.25,0.0,0.0,2025-11-05 21:27:16
1064900860,1303409894,USDCAD,1,0.01,1.41308,-0.25,0.0,0.0,2025-11-05 21:27:15
1064900843,1303409870,EURNZD,1,0.01,2.03602,0.45,0.0,0.0,2025-11-05 21:27:14
1064900831,1303409859,EURJPY,1,0.01,176.56,0.72,0.0,0.0,2025-11-05 21:27:14
1064900815,1303409845,EURGBP,1,0.01,0.88111,-1.06,0.0,0.0,2025-11-05 21:27:13
1064900804,1303409834,EURAUD,1,0.01,1.77286,0.76,0.0,0.0,2025-11-05 21:27:12
1064900794,1303409820,EURAUD,1,0.01,1.77286,0.83,0.0,0.0,2025-11-05 21:27:11
1064900762,1303409785,AUDNZD,1,0.01,1.14841,0.13,0.0,0.0,2025-11-05 21:27:11
1064855621,1303357618,GBPJPY,0,0.01,200.228,-1.02,0.0,0.0,2025-11-05 20:56:24
1064807703,1303299557,EURGBP,0,0.01,0.88227,-1.55,0.0,0.0,2025-11-05 20:14:12
1064800256,1303290625,GBPCAD,1,0.01,1.83977,-0.4,0.0,0.0,2025-11-05 20:07:45
1064800255,1303290624,GBPCAD,1,0.01,1.83977,-1.18,0.0,0.0,2025-11-05 20:07:45
1064794159,1303283365,AUDNZD,0,0.01,1.14818,0.0,0.0,0.0,2025-11-05 20:03:10
1064794149,1303283356,EURNZD,0,0.01,2.03522,0.0,0.0,0.0,2025-11-05 20:03:09
1064793985,1303283172,GBPJPY,1,0.01,200.072,0.0,0.0,0.0,2025-11-05 20:03:03
1064793976,1303283158,EURJPY,0,0.01,176.449,0.0,0.0,0.0,2025-11-05 20:03:02
1064793950,1303283133,EURGBP,0,0.01,0.88192,0.0,0.0,0.0,2025-11-05 20:03:02
1064793938,1303283112,GBPCAD,0,0.01,1.84034,0.0,0.0,0.0,2025-11-05 20:03:01
1064767962,1303251954,USDCAD,0,0.01,1.41344,0.0,0.0,0.0,2025-11-05 19:45:00
1064760719,1303243978,EURAUD,0,0.01,1.77168,0.0,0.0,0.0,2025-11-05 19:38:38
1064760660,1303243918,USDCAD,0,0.01,1.41344,0.0,0.0,0.0,2025-11-05 19:38:34
1064760657,1303243915,GBPCAD,0,0.01,1.84144,0.0,0.0,0.0,2025-11-05 19:38:34
1064760655,1303243913,EURAUD,0,0.01,1.7715800000000002,0.0,0.0,0.0,2025-11-05 19:38:33
1064760651,1303243908,EURGBP,1,0.01,0.88108,0.0,0.0,0.0,2025-11-05 19:38:32
1064747572,1303227958,GBPCAD,1,0.01,1.84144,0.21,0.0,0.0,2025-11-05 19:22:27
1064732919,1303210945,GBPCAD,0,0.01,1.84114,0.0,0.0,0.0,2025-11-05 19:11:02
