ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
1066094585,1304818974,2025-11-06 07:51:41,1762415501543,0,0,0,1304818974,3,0.01,2.30713,0.0,0.0,0.0,0.0,GBPNZD,MACD_Volatility_,
1066095631,1304820116,2025-11-06 07:52:43,1762415563421,0,0,0,1304820116,3,0.01,1.76818,0.0,0.0,0.0,0.0,EURAUD,MACD_Volatility_,
1066095961,1304820487,2025-11-06 07:53:07,1762415587775,1,1,0,1304780037,5,0.01,2.03285,0.0,0.0,0.99,0.0,EURNZD,[tp 2.03285],
1066096581,1304821153,2025-11-06 07:53:41,1762415621458,1,0,0,1304821153,3,0.01,0.56597,0.0,0.0,0.0,0.0,NZDUSD,MACD_Volatility_,
1066096819,1304821370,2025-11-06 07:53:50,1762415630133,1,1,0,1304675374,4,0.01,0.79804,0.0,0.0,-0.49,0.0,NZDCAD,[sl 0.79810],
1066103026,1304828136,2025-11-06 07:58:47,1762415927728,1,1,0,1304673653,5,0.01,1.15104,0.0,0.0,0.46,0.0,EURUSD,[tp 1.15100],
1066105801,1304832309,2025-11-06 08:00:23,1762416023986,1,0,0,1304832309,3,0.01,0.79793,0.0,0.0,0.0,0.0,NZDCAD,MACD_Volatility_,
1066109332,1304836144,2025-11-06 08:02:08,1762416128666,0,0,0,1304836144,3,0.01,3464.66,0.0,0.0,0.0,0.0,XAUEUR,MACD_Volatility_,
1066110500,1304837448,2025-11-06 08:02:59,1762416179581,0,0,0,1304837448,3,0.01,1.1511,0.0,0.0,0.0,0.0,EURUSD,MACD_Volatility_,
1066111025,1304838010,2025-11-06 08:03:08,1762416188494,0,0,0,1304838010,3,0.01,3053.6,0.0,0.0,0.0,0.0,XAUGBP,MACD_Volatility_,
1066112693,1304839827,2025-11-06 08:04:01,1762416241333,0,1,0,1304832309,4,0.01,0.79839,0.0,0.0,-0.33,0.0,NZDCAD,[sl 0.79843],
1066113525,1304840721,2025-11-06 08:04:27,1762416267128,0,1,0,1304821153,4,0.01,0.56636,0.0,0.0,-0.39,0.0,NZDUSD,[sl 0.56635],
1066116474,1304843898,2025-11-06 08:06:31,1762416391318,0,1,0,1304765719,5,0.01,1.41001,0.0,0.0,0.3,0.0,USDCAD,[tp 1.41005],
1066116502,1304843928,2025-11-06 08:06:32,1762416392328,1,1,0,1304673671,5,0.01,1.3067,0.0,0.0,0.59,0.0,GBPUSD,[tp 1.30671],
1066119051,1304846771,2025-11-06 08:08:28,1762416508127,1,0,0,1304846771,3,0.01,0.79818,0.0,0.0,0.0,0.0,NZDCAD,MACD_Volatility_,
1066119732,1304847531,2025-11-06 08:09:00,1762416540752,0,0,0,1304847531,3,0.01,2.03319,0.0,0.0,0.0,0.0,EURNZD,MACD_Volatility_,
1066120959,1304848917,2025-11-06 08:10:01,1762416601797,0,0,0,1304848917,3,0.01,0.88107,0.0,0.0,0.0,0.0,EURGBP,MACD_Volatility_,
1066127381,1304856131,2025-11-06 08:15:05,1762416905922,0,0,0,1304856131,3,0.01,177.112,0.0,0.0,0.0,0.0,EURJPY,MACD_Volatility_,
1066128753,1304857634,2025-11-06 08:16:10,1762416970176,0,0,0,1304857634,3,0.01,0.56628,0.0,0.0,0.0,0.0,NZDUSD,MACD_Volatility_,
1066135840,1304865387,2025-11-06 08:22:20,1762417340053,0,0,0,1304865387,0,0.01,3051.94,0.0,0.0,0.0,0.0,XAUGBP,,
